,Open,High,Low,Close,Adj Close,Volume,Date
0,55.150002,55.900002,55.099998,55.799999,38.446121,78200.0,2017-07-12T00:00:00
1,55.75,56.900002,55.349998,55.900002,38.515022,53300.0,2017-07-13T00:00:00
2,55.700001,57.599998,55.25,55.299999,38.101624,73600.0,2017-07-14T00:00:00
3,55.049999,55.700001,54.400002,55.700001,38.37722,148600.0,2017-07-17T00:00:00
4,55.299999,56.099998,54.200001,55.549999,38.273869,164500.0,2017-07-18T00:00:00
5,55.549999,56.75,55.549999,56.700001,39.066238,71200.0,2017-07-19T00:00:00
6,56.5,57.200001,56.150002,57.099998,39.34182,67800.0,2017-07-20T00:00:00
7,57.549999,57.549999,56.700001,56.849998,39.169567,88600.0,2017-07-21T00:00:00
8,56.799999,57.349998,51.299999,56.650002,39.031769,70400.0,2017-07-24T00:00:00
9,56.799999,58.799999,56.650002,58.650002,40.409771,104900.0,2017-07-25T00:00:00
10,58.599998,58.599998,57.299999,57.349998,39.514065,98900.0,2017-07-26T00:00:00
11,57.450001,57.799999,56.700001,57.75,39.789673,73600.0,2017-07-27T00:00:00
12,60.049999,61.5,57.799999,59.0,40.650913,102200.0,2017-07-28T00:00:00
13,59.200001,59.200001,57.400002,57.75,39.789673,80700.0,2017-07-31T00:00:00
14,57.849998,58.400002,56.529999,58.049999,39.996368,116800.0,2017-08-01T00:00:00
15,57.849998,58.0,56.200001,57.25,39.445164,83500.0,2017-08-02T00:00:00
16,57.150002,57.599998,56.549999,56.799999,39.135128,76800.0,2017-08-03T00:00:00
17,56.849998,57.700001,56.450001,57.650002,39.720772,49400.0,2017-08-04T00:00:00
18,57.5,57.5,56.349998,56.700001,39.066238,53700.0,2017-08-07T00:00:00
19,56.549999,57.700001,56.5,56.75,39.100674,50000.0,2017-08-08T00:00:00
20,56.299999,57.150002,55.799999,57.049999,39.307365,54000.0,2017-08-09T00:00:00
21,56.650002,57.349998,56.450001,57.25,39.445164,43100.0,2017-08-10T00:00:00
22,57.650002,57.650002,56.349998,56.549999,38.962875,68800.0,2017-08-11T00:00:00
23,57.099998,57.200001,56.549999,57.150002,39.376266,43800.0,2017-08-14T00:00:00
24,57.150002,57.200001,56.700001,56.75,39.100674,45800.0,2017-08-15T00:00:00
25,56.650002,56.950001,56.349998,56.450001,38.893978,41700.0,2017-08-16T00:00:00
26,56.049999,56.299999,55.299999,55.400002,38.170517,54500.0,2017-08-17T00:00:00
27,55.299999,55.650002,55.279999,55.450001,38.204967,48500.0,2017-08-18T00:00:00
28,55.25,55.299999,54.5,54.900002,37.826023,75800.0,2017-08-21T00:00:00
29,55.0,55.299999,54.75,54.799999,37.757126,35900.0,2017-08-22T00:00:00
30,54.450001,55.049999,54.349998,54.5,37.550423,102800.0,2017-08-23T00:00:00
31,54.599998,54.880001,54.400002,54.700001,37.688217,36500.0,2017-08-24T00:00:00
32,54.700001,54.799999,53.849998,54.0,37.205917,95900.0,2017-08-25T00:00:00
33,54.0,54.200001,53.150002,53.349998,36.758072,59000.0,2017-08-28T00:00:00
34,53.049999,53.049999,52.25,52.950001,36.482479,87800.0,2017-08-29T00:00:00
35,52.700001,53.299999,52.700001,53.150002,36.620274,47600.0,2017-08-30T00:00:00
36,53.200001,53.849998,53.049999,53.799999,37.068123,66300.0,2017-08-31T00:00:00
37,53.75,54.799999,53.75,54.75,37.722679,54900.0,2017-09-01T00:00:00
38,54.5,54.5,52.349998,52.450001,36.137985,110300.0,2017-09-05T00:00:00
39,52.450001,53.349998,52.299999,53.0,36.516933,91900.0,2017-09-06T00:00:00
40,52.549999,52.650002,51.549999,52.5,36.309433,66200.0,2017-09-07T00:00:00
41,52.400002,54.099998,51.950001,54.049999,37.381435,56700.0,2017-09-08T00:00:00
42,54.799999,55.849998,54.599998,55.25,38.211365,78200.0,2017-09-11T00:00:00
43,55.049999,56.25,54.950001,56.25,38.902969,50900.0,2017-09-12T00:00:00
44,56.0,57.150002,55.400002,56.849998,39.31794,62600.0,2017-09-13T00:00:00
45,56.549999,56.900002,55.849998,56.549999,39.110458,72800.0,2017-09-14T00:00:00
46,56.599998,58.650002,56.599998,58.349998,40.355354,173100.0,2017-09-15T00:00:00
47,58.200001,58.200001,56.200001,56.599998,39.145039,161700.0,2017-09-18T00:00:00
48,56.349998,57.299999,56.150002,56.200001,38.868389,65500.0,2017-09-19T00:00:00
49,56.0,57.049999,55.150002,56.900002,39.352524,74800.0,2017-09-20T00:00:00
50,56.599998,57.650002,56.599998,57.349998,39.663746,53100.0,2017-09-21T00:00:00
51,57.0,58.25,56.950001,57.349998,39.663746,88300.0,2017-09-22T00:00:00
52,57.099998,57.25,56.330002,56.549999,39.110458,86800.0,2017-09-25T00:00:00
53,56.599998,56.599998,55.93,55.950001,38.695492,54800.0,2017-09-26T00:00:00
54,56.049999,57.799999,55.700001,57.599998,39.836647,164100.0,2017-09-27T00:00:00
55,57.5,57.950001,57.049999,57.950001,40.078716,55100.0,2017-09-28T00:00:00
56,57.900002,58.25,57.400002,58.200001,40.25161,111700.0,2017-09-29T00:00:00
57,58.150002,58.900002,57.75,58.799999,40.666569,105500.0,2017-10-02T00:00:00
58,58.799999,58.900002,58.299999,58.799999,40.666569,127000.0,2017-10-03T00:00:00
59,58.549999,59.349998,58.200001,58.799999,40.666569,168000.0,2017-10-04T00:00:00
60,58.900002,59.299999,58.450001,59.200001,40.943211,66300.0,2017-10-05T00:00:00
61,59.099998,59.900002,59.099998,59.650002,41.25444,59400.0,2017-10-06T00:00:00
62,59.650002,60.0,59.150002,59.200001,40.943211,58200.0,2017-10-09T00:00:00
63,59.299999,60.099998,59.299999,59.799999,41.358181,82900.0,2017-10-10T00:00:00
64,59.400002,60.25,59.400002,59.950001,41.461926,92600.0,2017-10-11T00:00:00
65,59.900002,60.380001,59.0,59.5,41.1507,67900.0,2017-10-12T00:00:00
66,59.450001,59.950001,59.150002,59.5,41.1507,70000.0,2017-10-13T00:00:00
67,59.75,60.099998,59.25,59.349998,41.046959,66300.0,2017-10-16T00:00:00
68,59.299999,59.549999,58.950001,59.099998,40.87405,69500.0,2017-10-17T00:00:00
69,59.150002,59.700001,58.950001,59.549999,41.185287,60700.0,2017-10-18T00:00:00
70,59.25,59.700001,59.25,59.650002,41.25444,36700.0,2017-10-19T00:00:00
